ItemNumber,ItemDescription,PONumber,DueDate,DUE_DATE,POLineKey
23085-1516,YOKE 23085-1516,POBK-050713-04,2015-08-21 00:00:00,14,139825235
23085-1982,MAIN POLE 23085-1982/00,POBK-050714-03,2015-08-21 00:00:00,2180,181449678
23085-1982,MAIN POLE 23085-1982/00,POBK-082913-05,2014-08-22 00:00:00,411,152887328
23088-1040,HOUSING 23088-1040,POBK-041613-05,2015-08-19 00:00:00,32,137775578
23088-1101,TERMINAL; STRAP  23088-1101/E,POBK-052614-23088-1101,2015-05-26 00:00:00,200,183758378
23091-1140,HOUSING 23091-1140/K,POBK-101812-02,2015-08-17 00:00:00,144,122780248
23091-1310,LEAD MAIN 23091-1310,POBK-061614-01,2015-06-16 00:00:00,132,186591374
25-1951-3,LENS,POBK-041614-01,2014-11-17 00:00:00,2232,179343339
28-531600,WIRE LEAD15-000038 #16 BL 28-531600,POBK-081913-04,2014-10-24 00:00:00,500,151307144
28-531655,WIRE LEAD28-531655#16BRW[15-000038],POBK-112613-02,2014-12-10 00:00:00,100,164737891
28-532255,WIRE;LEAD 15-000038#22BRN 28-532255,POBK-081913-05,2014-08-19 00:00:00,100,151307147
28-550899,WIRE;LD 15-000046 #08 GRY 28-550899,POBK-021314-03,2015-06-05 00:00:00,950,173000030
28-551699,WIRE LEAD28-551699[15-000046]GR16/B,POBK-121713-04,2014-12-15 00:00:00,2000,166254421
28-551899,LEAD WIRE (15-000046) 28-551899/B,POBK-052714-02,2015-05-27 00:00:00,2300,183924281
28-551899,LEAD WIRE (15-000046) 28-551899/B,POBK-060713-09,2014-07-21 00:00:00,100,143325044
28-552299,WIRE;LEAD;15-000046#22 GR 28-552299,POBK-081313-08,2014-09-16 00:00:00,450,150519280
28-712099,LEAD WIRE 28-712099 MIL W-22759/11,POBK-042914-01,2015-04-29 00:00:00,700,180604134
29-281350,MAGN WIRE 15-038272 HAVY 29-281350,POBK-112613-03,2014-11-26 00:00:00,322,164737901
29-281400,WIRE;M15-038272 HVY#14  29-281400,POBK-050914-01,2014-11-07 00:00:00,400,181775543
29-281850,MAGNET WIRE #18.5 29-281850,POBK-110613-01,2014-11-06 00:00:00,640,162559855
29-281900,MAG. WIRE[15-038272]19AWG 29-281900,POBK-052714-01,2014-11-27 00:00:00,160,183924272
30-620003,MAG WIRE .1019X.1019 30-620003/J,POBK-061014-30-620003,2014-12-31 00:00:00,188,186087541
30-620008,MAGNET WIRE 30-620008,POBK-051214-01,2014-11-12 00:00:00,750,182100253
30-620009,MAG WIRE .162X.162 30-620009/J,POBK-051314-04,2014-11-13 00:00:00,321,182265417
30-620010,MAG WIRE .045X.285 30-620010/J,POBK-020614-08,2014-12-12 00:00:00,200,172127339
30-620020,MAG WIRE .060X.160 30-620020/J,POBK-011414-01,2014-07-14 00:00:00,9700,169198355
30-620026,WIRE MAG 15-038273 (30-620026)/J,POBK-032114-03,2014-09-22 00:00:00,503,175967933
30-620036,MAGNET WIRE 15-038273/30-620036/J,POBK-051214-02,2014-11-12 00:00:00,1250,182100254
30-620037,MAGNET WIRE 30-620037,POBK-051314-02,2014-11-13 00:00:00,500,182265415
30-620040,MAG WIRE 30-620040[15-038273].02X.1,POBK-112613-06,2014-11-26 00:00:00,360,164738593
30-620062,WIRE; MAG 15-038273 (30-620062)/J,POBK-021314-04,2015-04-17 00:00:00,501,173000040
300-130-1,CONECTOR 3 WAY,POBK-061314-300-130-1,2014-12-31 00:00:00,18000,186591478
30059-1029,GROMMET 30059-1029/A,POBK-052014-02,2015-05-20 00:00:00,75,182927306
30076-1037,LAMINATION 30076-1037/H,POBK-012014-01,2015-03-17 00:00:00,600,169930309
30076-1182,BAR (30076-1182)/F,POBK-093013-05,2015-01-15 00:00:00,3000,157791340
30076-2090,STACK STATOR PM 30076-2090/N,POBK-012714-02,2015-01-27 00:00:00,43,170664276
30076-2510,INSULATOR 30076-2510,POBK-012014-03,2015-01-20 00:00:00,4013,169930310
30076-2812,LAMINATION (30076-2812)/B,POBK-021014-04,2015-07-23 00:00:00,8250,172563606
30076-2812,LAMINATION (30076-2812)/B,POBK-021014-04,2015-07-23 00:00:00,8250,172563607
30076-2813,LAMINATION 30076-2813/B,POBK-012014-04,2015-02-13 00:00:00,5500,169930322
30076-2813,LAMINATION 30076-2813/B,POBK-012014-04,2015-02-13 00:00:00,5000,169930314
30076-3090,SUPPORT;COIL 30076-3090,POBK-032614-04,2015-06-23 00:00:00,700,176732202
30086-1001,LAMINATION;ROTOR;MAIN(30086-1001)/B,POBK-110613-02,2014-11-06 00:00:00,2000,162559867
30086-1121,STACK; MAIN STATOR 30086-1121/-,POBK-112613-04,2015-03-26 00:00:00,90,164738116
30086-1330,INSULATOR;POLE 30086-1330/C,POBK-032014-05,2015-05-19 00:00:00,2550,175815514
30086-1331,INSULATOR POLE 30086-1331,POBK-121713-05,2014-12-17 00:00:00,500,166254499
30086-1350,SUPPORT;COIL 30086-1350,POBK-100113-01,2014-10-01 00:00:00,280,157943282
30086-1351,SUPPORT;COIL 30086-1351,POBK-060314-04,2015-06-03 00:00:00,500,184903183
30086-1371,WEDGE;COIL 30086-1371,POBK-042214-04,2015-04-22 00:00:00,1500,179776918
30089-1010,STACK; EXC. STATOR 30089-1010/A,POBK-022814-05,2015-05-08 00:00:00,125,174742003
30089-1010,STACK; EXC. STATOR 30089-1010/A,POBK-022814-05,2015-05-08 00:00:00,125,175355758
30089-1170,STACK ROTOR 30089-1170/A,POBK-102813-02,2014-10-28 00:00:00,37,161547782
30089-1170,STACK ROTOR 30089-1170/A,POBK-102813-02,2014-10-28 00:00:00,17,161397599
30089-1183,END TURN SADDLE 30089-1183,POBK-032614-05,2015-05-01 00:00:00,1100,176732208
30089-1190,SUPPORT BAND 30089-1190/A,POBK-060614-01,2015-06-05 00:00:00,350,185411627
30089-1310,STACK 30089-1310/-,POBK-102813-02,2014-10-28 00:00:00,37,161547782
30089-1310,STACK 30089-1310/-,POBK-102813-02,2014-10-28 00:00:00,17,161397599
30089-1530,STACK PMG STATOR 30089-1530/-,POBK-050714-04,2015-05-11 00:00:00,140,181449689
30089-1570,WEDGE PMG STATOR 30089-1570/A,POBK-051314-06,2015-05-13 00:00:00,4000,182265521
30089-1620,RETAINING CLIP 30089-1620/-,POBK-121713-06,2014-12-17 00:00:00,350,166254538
30089-1640,WEDGE (METAL) OUTER 30089-1640/-,POBK-012114-01,2015-02-13 00:00:00,400,170075293
30089-2010,EXC. ROTOR STACK 30089-2010/-,POBK-022814-05,2015-05-08 00:00:00,125,174742003
30089-2010,EXC. ROTOR STACK 30089-2010/-,POBK-022814-05,2015-05-08 00:00:00,125,175355758
30089-2020,BAND; RETAINING 30089-2020/-,POBK-052114-02,2015-05-22 00:00:00,250,183258974
30089-2020,BAND; RETAINING 30089-2020/-,POBK-083013-01,2014-08-29 00:00:00,40,153041122
30089-2052,WEDGE; EXC. ROTOR 30089-2052/00,POBK-040214-01,2015-05-08 00:00:00,2500,177796099
302009,RANGER LENS (F67B-13783-AA),POBK-061314-302009,2014-12-31 00:00:00,1000,186758378
308070A,INDIVIDUAL CARTON USA,POBK-011614-001,2015-01-16 00:00:00,4200,169491370
308070A,INDIVIDUAL CARTON USA,POBK-011614-001,2015-01-16 00:00:00,4380,169491371
308070A,INDIVIDUAL CARTON USA,POBK-011614-001,2015-01-16 00:00:00,3860,169491367
308070A,INDIVIDUAL CARTON USA,POBK-011614-001,2015-01-16 00:00:00,4380,169491368
308070A,INDIVIDUAL CARTON USA,POBK-011614-001,2015-01-16 00:00:00,2900,169491372
308070A,INDIVIDUAL CARTON USA,POBK-011614-001,2015-01-16 00:00:00,3860,169491373
308070A,INDIVIDUAL CARTON USA,POBK-011614-001,2015-01-16 00:00:00,1525,169491369
308070A,INDIVIDUAL CARTON USA,POBK-011614-001,2015-01-16 00:00:00,1900,169491366
308070A,INDIVIDUAL CARTON USA,POBK-011614-001,2015-01-16 00:00:00,925,169491365
308070A,INDIVIDUAL CARTON USA,POBK-011614-001,2015-01-16 00:00:00,-9100,169491364
308075,CABLE TIE 4IN  NYLON NATURAL (RETAINER),PO-061214-308075,2015-06-12 00:00:00,25000,186255979
308113,SUPPORT   10474549,PO-022714-DF-1,2014-08-04 00:00:00,4000,186758920
308113,SUPPORT   10474549,PO-022714-DF-1,2014-08-04 00:00:00,3400,174595550
308127,GA18 WIRE PURPLE   M3025211,PO-060414-308127,2015-06-04 00:00:00,25000,185071861
308132,GA18 WIRE DARK BLUE  M3025202,PO-032714-308132,2015-03-25 00:00:00,86500,176885250
308134,GA18 WIRE WHITE  M3025208,PO-061114-308134,2015-06-11 00:00:00,25000,186087522
308136,WIRE GPT18 AWG LT BLUE M3025203,PO-030314-308136,2015-02-13 00:00:00,25000,175031098
308142,WIRE GPT18 AWG BLACK  M3025201,PO-061114-308142,2015-06-11 00:00:00,25000,186087523
308144,WIRE GPT18 AWG BROWN  M3025204,PO-061114-308144,2015-06-11 00:00:00,25000,186087524
308162,WHITE BOX W/AC DELCO 275007M,POBK-012714-001,2015-01-27 00:00:00,3728,170664221
308162,WHITE BOX W/AC DELCO 275007M,POBK-012714-001,2015-01-27 00:00:00,2430,170664220
308162,WHITE BOX W/AC DELCO 275007M,POBK-012714-001,2015-01-27 00:00:00,4200,170664219
308162,WHITE BOX W/AC DELCO 275007M,POBK-012714-001,2015-01-27 00:00:00,1800,170664250
308177,CONNECTOR  12004313,PO-022014-308177,2015-02-20 00:00:00,11250,173869098
308191,TERMINAL 12047767,PO-022014-308191,2015-02-20 00:00:00,1606500,173869100
308227,BASE  10474557,PO-022714-DF-1,2014-12-30 00:00:00,6000,186758920
308227,BASE  10474557,PO-022714-DF-1,2014-12-30 00:00:00,5400,174595550
308324,SUPPORT  10473821,POBK-308324-0614,2014-12-31 00:00:00,2000,186423865
308330,COVER 10473816,PO-022814-DF-1,2014-12-31 00:00:00,14185,174741679
308336,WIRE GPT18 AWG LT GREEN  M3025207,PO-040114-308336,2015-04-01 00:00:00,75000,177645047
308338,WIRE GPT18 AWG TAN  M3025213,PO-061114-308338,2015-06-11 00:00:00,25000,186087525
310006,BUTTON 25030963/25030962, MOLD # 89184,POBK-061314-310006,2014-12-31 00:00:00,2000,186591504
310011,HANDLE 25075709 / 25075452, MOLD#89198,POBK-061314-310011,2014-12-31 00:00:00,2000,186591505
310012,SLIDE ASM 25075716,PO-031114-DF,2014-12-31 00:00:00,47500,175202319
310025,CAP 25140913 / 25075741 & 310089,POBK-061314-310025,2014-12-31 00:00:00,1000,186758411
310516,COAST/SET BUTTON  00042129,POBK-061314-310516,2014-12-31 00:00:00,2000,186591336
310595,YELLOW WIRE 190010 MS-5084,PO-030314-310595,2015-03-03 00:00:00,10000,175031525
310596,GREEN WIRE 190010 MS-5083,PO-030314-310596,2015-03-03 00:00:00,10000,175031526
310597,RED WIRE 190010 MS-5082,PO-030314-310597,2015-03-03 00:00:00,10000,175031527
310598,BLUE WIRE 190010 MS-5081,PO-030314-310598,2015-03-03 00:00:00,10000,175031528
311116,CONNECTOR AY062291-0080,POBK-061314-311116,2014-12-31 00:00:00,1000,186591583
31130-1334,STACK; EXCITER ROTOR 31130-1334/-,POBK-041414-01,2015-07-31 00:00:00,108,179016226
31130-1334,STACK; EXCITER ROTOR 31130-1334/-,POBK-041414-01,2015-07-31 00:00:00,108,179177610
31130-1487,STACK ROTOR 31130-1487/A,POBK-042114-02,2015-08-21 00:00:00,100,179609992
31130-1487,STACK ROTOR 31130-1487/A,POBK-091713-02,2014-09-17 00:00:00,12,155795562
31130-1901,LAMINATION STACK 31130-1901,POBK-040414-03,2015-07-31 00:00:00,96,178096910
31130-1901,LAMINATION STACK 31130-1901,POBK-040414-03,2015-07-31 00:00:00,96,179013698
31130-1901,LAMINATION STACK 31130-1901,POBK-080113-02,2014-08-01 00:00:00,11,148592771
31130-1901,LAMINATION STACK 31130-1901,POBK-080113-02,2014-08-01 00:00:00,-1097,148592794
31130-1931,SUPPORT COIL SIDES 31130-1931,POBK-032014-06,2015-05-08 00:00:00,350,175815730
31130-1950,INSULATOR 31130-1950,POBK-032014-07,2015-05-08 00:00:00,330,175815940
31130-1980,INSULATOR 31130-1980,POBK-052614-01,2015-05-26 00:00:00,2000,183758229
31130-1982,INSULATION 31130-1982,POBK-093013-06,2014-09-30 00:00:00,100,157791355
31164-7530,CLIP 31164-7530,POBK-041414-02,2015-04-14 00:00:00,300,179016234
31169-1000,LAMINATION ROTOR MAIN(31169-1000)/H,POBK-052314-01,2015-12-18 00:00:00,28500,183425344
31169-1000,LAMINATION ROTOR MAIN(31169-1000)/H,POBK-052314-01,2015-12-18 00:00:00,28500,183425345
31169-1000,LAMINATION ROTOR MAIN(31169-1000)/H,POBK-121713-07,2014-12-17 00:00:00,12000,166256050
31169-1000,LAMINATION ROTOR MAIN(31169-1000)/H,POBK-121713-07,2014-12-17 00:00:00,8000,166256049
31169-1011,LAMINATION (31169-1011)/D,POBK-021014-05,2015-07-08 00:00:00,5250,172563623
31169-1011,LAMINATION (31169-1011)/D,POBK-021014-05,2015-07-08 00:00:00,4574,172563622
31169-1011,LAMINATION (31169-1011)/D,POBK-041414-01,2015-07-31 00:00:00,8748,179016226
31169-1011,LAMINATION (31169-1011)/D,POBK-041414-01,2015-07-31 00:00:00,8748,179177610
31169-1011,LAMINATION (31169-1011)/D,POBK-111313-02,2014-11-13 00:00:00,1501,163903669
31169-1011,LAMINATION (31169-1011)/D,POBK-111313-02,2014-11-13 00:00:00,1201,163605300
31169-1020,ROTOR LAMINATION 31169-1020,POBK-021014-05,2015-07-08 00:00:00,5250,172563623
31169-1020,ROTOR LAMINATION 31169-1020,POBK-021014-05,2015-07-08 00:00:00,4574,172563622
31169-1030,LAMINATION (31169-1030)/M,POBK-040414-03,2015-07-31 00:00:00,17472,178096910
31169-1030,LAMINATION (31169-1030)/M,POBK-040414-03,2015-07-31 00:00:00,17472,179013698
31169-1030,LAMINATION (31169-1030)/M,POBK-080113-02,2014-08-01 00:00:00,5511,148592771
31169-1030,LAMINATION (31169-1030)/M,POBK-080113-02,2014-08-01 00:00:00,4403,148592794
31169-1152,SUPPORT 31169-1152,POBK-032014-08,2015-05-15 00:00:00,127,175815942
31169-1236,WEDGE 31169-1236,POBK-091213-02,2015-09-23 00:00:00,164,155035965
31169-1271,LEAD HARNESS 31169-1271,POBK-032414-01,2015-05-20 00:00:00,60,176423510
31169-1330,LAMINATION (31169-1330)/E,POBK-042914-02,2015-04-29 00:00:00,4000,180604303
31169-1360,RING 31169-1360,POBK-082013-04,2014-08-20 00:00:00,100,151464283
31169-1495,BAND SUPP;COIL 31169-1495,POBK-061814-02,2015-06-18 00:00:00,140,186923660
31169-1495,BAND SUPP;COIL 31169-1495,POBK-102113-01,2014-10-21 00:00:00,10,160642775
31169-1496,BAND 31169-1496,POBK-102113-02,2014-10-21 00:00:00,40,160642904
31169-1497,BAND 31169-1497,POBK-101513-06,2014-10-15 00:00:00,21,159890794
31169-1535,INSULATOR 31169-1535,POBK-021714-01,2015-07-21 00:00:00,1000,173433127
31169-1536,INSULATOR 31169-1536,POBK-021714-02,2015-07-21 00:00:00,2000,173433128
31169-1537,INSULATOR 31169-1537,POBK-021714-03,2016-02-19 00:00:00,1000,173433131
31169-1845,RING 31169-1845,POBK-040913-03,2015-09-21 00:00:00,84,137039154
31169-1962,BRACKET 31169-1962/C,POBK-120513-02,2014-12-05 00:00:00,300,165504568
31169-1995,WASHER 31169-1995/A,POBK-090313-01,2014-09-03 00:00:00,250,153656638
31169-2020,LAMINATION 31169-2020/G,POBK-052314-01,2015-12-18 00:00:00,28500,183425344
31169-2020,LAMINATION 31169-2020/G,POBK-052314-01,2015-12-18 00:00:00,28500,183425345
31169-2020,LAMINATION 31169-2020/G,POBK-121713-07,2014-12-17 00:00:00,12000,166256050
31169-2020,LAMINATION 31169-2020/G,POBK-121713-07,2014-12-17 00:00:00,8000,166256049
31169-2071,BAR;DAMPER (31169-2071)/B,POBK-092413-03,2014-09-24 00:00:00,2000,156874508
31169-2301,LEAD HARNESS 31169-2301/D,POBK-020614-09,2015-04-07 00:00:00,28,172127404
31169-2350,BRACKET 31169-2350/E,POBK-092413-04,2014-09-24 00:00:00,250,156874613
31200-1040,SUPPORT COIL 31200-1040,POBK-041414-03,2015-07-31 00:00:00,260,179016236
31200-1040,SUPPORT COIL 31200-1040,POBK-080113-03,2014-08-01 00:00:00,10,148592816
31200-1291,SUPPORT EXCITER(MA 31200-1291)/B,POBK-112213-01,2015-02-13 00:00:00,51,164448597
31200-1300,INSULATOR SUPPORT 31200-1300,POBK-061014-02,2015-06-10 00:00:00,800,185918482
31200-1310,LAMINATION (31200-1310)/A,POBK-111313-02,2014-11-13 00:00:00,1501,163903669
31200-1310,LAMINATION (31200-1310)/A,POBK-111313-02,2014-11-13 00:00:00,1201,163605300
31200-1324,STACK EXCITER STATOR (31200-1324),POBK-032014-09,2015-06-30 00:00:00,68,175815947
31200-1490,LEAD;HARNESS 31200-1490/E,POBK-061214-01,2015-06-12 00:00:00,500,186256250
31216-1021,LAMINATION (31216-1021)/H,POBK-021014-04,2015-07-23 00:00:00,8250,172563606
31216-1021,LAMINATION (31216-1021)/H,POBK-021014-04,2015-07-23 00:00:00,8250,172563607
31216-1022,LAMINATION (31216-1022)/H,POBK-012014-04,2015-02-13 00:00:00,5000,169930322
31216-1022,LAMINATION (31216-1022)/H,POBK-012014-04,2015-02-13 00:00:00,4500,169930314
314008,TERMINALS 7D0349-0060,PO-052711-117,2015-01-02 00:00:00,204450,75691657
315028,YAZAKI RETAINER 7147-8976/7147-9607,POBK-100213-68DF,2014-12-30 00:00:00,162000,158097081
315035,CONNECTOR  EPC E-2211,PO-041614-315035,2015-04-16 00:00:00,11000,179343046
31708-1271,SUPPORT 31708-1271/A,POBK-111313-03,2014-11-21 00:00:00,102,163605360
31708-1390,LAMINATION (31708-1390)/C,POBK-042114-03,2015-09-09 00:00:00,10000,179609994
31708-1390,LAMINATION (31708-1390)/C,POBK-042114-03,2015-09-09 00:00:00,10000,179609995
31708-1390,LAMINATION (31708-1390)/C,POBK-101113-01,2014-10-10 00:00:00,5000,159444852
31708-1390,LAMINATION (31708-1390)/C,POBK-101113-01,2014-10-10 00:00:00,2500,159444848
31708-1392,LAM;END;STATOR;M 31708-1392,POBK-020514-02,2015-04-16 00:00:00,50,171980179
31708-1400,LAMINATION (31708-1400)/C,POBK-042114-03,2015-09-09 00:00:00,10000,179609994
31708-1400,LAMINATION (31708-1400)/C,POBK-042114-03,2015-09-09 00:00:00,10000,179609995
31708-1400,LAMINATION (31708-1400)/C,POBK-101113-01,2014-10-10 00:00:00,5000,159444852
31708-1400,LAMINATION (31708-1400)/C,POBK-101113-01,2014-10-10 00:00:00,2500,159444848
31708-1490,INSULATOR;POLE 31708-1490,POBK-102813-03,2014-10-28 00:00:00,500,161398976
31708-1511,SUPPORT;COIL 31708-1511,POBK-041414-04,2015-06-12 00:00:00,400,179016320
31708-1655,SUPP.COIL 31708-1655,POBK-032014-10,2015-03-20 00:00:00,150,175815948
32-140128,WIRE LEAD MIL-W22759/9#22(32-140128,POBK-011414-02,2015-03-13 00:00:00,200,169198357
42400-14-BB,WIRE,PO-021314-42400-14-BB,2015-02-13 00:00:00,597,173000800
42400-16-66,WIRE GPT16 AWG LT BLUE,PO-022614-42400-16-66,2015-02-24 00:00:00,3334,174448950
42400-S14-46,WIRE GPT 14 AWG YELLOW/BLUE,PO-050614-42400-S14-46,2015-05-05 00:00:00,915,181286913
42400-S16-36,WIRE GPT 16 AWG OR / LT BLUE,POBK-012714-42400-S16-36,2015-01-27 00:00:00,1830,170663986
42400-S16-53,WIRE GPT 16 AWG GREEN/ORANGE,PO-022114-42400-S16-53,2015-02-20 00:00:00,3050,174012840
42400-S18-96,WIRE GPT18 AWG WHITE/LT BLUE,PO-050914-42400-S18-96,2015-05-08 00:00:00,1220,181775519
50252-1001,TERMINAL;LUG 50252-1001,POBK-022814-06,2015-04-07 00:00:00,500,174742005
50252-1002,TERMINAL;LUG 50252-1002,POBK-020614-11,2015-04-14 00:00:00,300,172127410
50258-1006,BASE 50258-1006,POBK-050714-05,2015-05-07 00:00:00,600,181449709
50307-1111,HSG;TRANSFORMER 50307-1111,POBK-011414-03,2015-04-14 00:00:00,144,169198359
50866-1030,BLOCK TERMINAL 50866-1030/H,POBK-093013-07,2014-09-30 00:00:00,200,163753828
50866-1030,BLOCK TERMINAL 50866-1030/H,POBK-093013-07,2014-09-30 00:00:00,125,157791362
50866-1111,HOUSING 50866-1111/F,POBK-012814-01,2014-12-16 00:00:00,60,170811628
50866-1130,PLATE 50866-1130,POBK-112113-03,2014-11-21 00:00:00,118,164301121
55-2181-7,LAMP; HALOGEN 28V,POBK-010714-01,2014-07-15 00:00:00,284,168309410
56-692200,SLEEVING[15-014012].18BLK56-692200,POBK-013014-56-692200N,2014-12-31 00:00:00,10500,186423883
56-772200,SLEEVE 15-014023 #7TYPE I 56-772200,POBK-050714-06,2015-05-07 00:00:00,3500,181449714
56-772300,SLEEVING 56-772300 [15-014023#9]/A,POBK-052614-07,2015-05-26 00:00:00,4000,183758711
56-772400,SLEEVING [15-014023]  56-772400/A,POBK-032014-11N,2014-12-31 00:00:00,500,186423867
5905101-004,WIRE GPT 22 AWG OR 19/.35 105 C,PO-050614-5905101-004,2015-05-05 00:00:00,6096,185242711
5905101-004,WIRE GPT 22 AWG OR 19/.35 105 C,PO-050614-5905101-004,2015-05-05 00:00:00,4572,181286917
5905101-013,WIRE GPT 22 AWG TAN 19/.35 105 C,PO-040914-5905101-013,2015-04-09 00:00:00,4572,178859856
60-P,PAD,PO-040214-60-P,2014-12-31 00:00:00,3000,177796150
65-317,*COVER (81-7208-1 U.T.),POBK-061314-65-317,2014-12-31 00:00:00,1200,186758375
675837,WIRE 18GA BLK,POBK-012714-675837,2015-01-27 00:00:00,25000,170663983
70-0382-2,CARRIER,PO-062713-JN03,2014-12-30 00:00:00,1975433,145170232
70-1122-2,COVER,PO-041614-46DF,2014-12-31 00:00:00,1300,179343059
715057,PAD,PS-062514-DF,2014-12-31 00:00:00,500,187917323
715057,PAD,PS-062514-DF,2014-12-31 00:00:00,500,187917321
715057,PAD,PS-062514-DF,2014-12-31 00:00:00,500,187917319
75-5302-1,SWITCH BLOCK,PO-05014-DF1,2014-12-31 00:00:00,1500,180938858
756512,*SWITCH BODY,POBK-0631314-756512,2014-12-31 00:00:00,1000,186591368
80038,INDIVIDUAL BOX,POBK-061614-DF,2014-12-31 00:00:00,1000,186590847
80038,INDIVIDUAL BOX,POBK-061614-DF,2014-12-31 00:00:00,1000,186590848
80055,MASTER CARTON 12.5X9X8.5,PO-043014-80055,2015-04-28 00:00:00,780,180773221
80063,MASTER CARTON 23.25X11X6.25,PO-050914-80063,2014-09-03 00:00:00,640,181775509
80066,SMARFOAM "A" COMPONENT,PO-022414-31,2015-02-24 00:00:00,4200,174303143
80066,SMARFOAM "A" COMPONENT,PO-022414-31,2015-02-24 00:00:00,4000,174303142
80067,SMARFOAM "B" COMPONENT,PO-022414-31,2015-02-24 00:00:00,3600,174303143
80067,SMARFOAM "B" COMPONENT,PO-022414-31,2015-02-24 00:00:00,3400,174303142
80068,FILM SP19 RLL,PO-022414-30,2015-02-24 00:00:00,37800,174303132
80070,MASTER CARTON 10 X18 1/4 X10 1/4,POBK-011614-001,2015-01-16 00:00:00,7300,169491370
80070,MASTER CARTON 10 X18 1/4 X10 1/4,POBK-011614-001,2015-01-16 00:00:00,7480,169491371
80070,MASTER CARTON 10 X18 1/4 X10 1/4,POBK-011614-001,2015-01-16 00:00:00,6960,169491367
80070,MASTER CARTON 10 X18 1/4 X10 1/4,POBK-011614-001,2015-01-16 00:00:00,7480,169491368
80070,MASTER CARTON 10 X18 1/4 X10 1/4,POBK-011614-001,2015-01-16 00:00:00,6000,169491372
80070,MASTER CARTON 10 X18 1/4 X10 1/4,POBK-011614-001,2015-01-16 00:00:00,6960,169491373
80070,MASTER CARTON 10 X18 1/4 X10 1/4,POBK-011614-001,2015-01-16 00:00:00,4625,169491369
80070,MASTER CARTON 10 X18 1/4 X10 1/4,POBK-011614-001,2015-01-16 00:00:00,5000,169491366
80070,MASTER CARTON 10 X18 1/4 X10 1/4,POBK-011614-001,2015-01-16 00:00:00,4025,169491365
80070,MASTER CARTON 10 X18 1/4 X10 1/4,POBK-011614-001,2015-01-16 00:00:00,-6000,169491364
80089,MASTER CARTON INT,POBK-011614-001,2015-01-16 00:00:00,300,169491370
80089,MASTER CARTON INT,POBK-011614-001,2015-01-16 00:00:00,480,169491371
80089,MASTER CARTON INT,POBK-011614-001,2015-01-16 00:00:00,-40,169491367
80089,MASTER CARTON INT,POBK-011614-001,2015-01-16 00:00:00,480,169491368
80089,MASTER CARTON INT,POBK-011614-001,2015-01-16 00:00:00,-1000,169491372
80089,MASTER CARTON INT,POBK-011614-001,2015-01-16 00:00:00,-40,169491373
80089,MASTER CARTON INT,POBK-011614-001,2015-01-16 00:00:00,-2375,169491369
80089,MASTER CARTON INT,POBK-011614-001,2015-01-16 00:00:00,-2000,169491366
80089,MASTER CARTON INT,POBK-011614-001,2015-01-16 00:00:00,-2975,169491365
80089,MASTER CARTON INT,POBK-011614-001,2015-01-16 00:00:00,-13000,169491364
81023,PAD 9.5 X 10.5,POBK-012714-001,2015-01-27 00:00:00,2028,170664221
