ItemNumber,ItemDescription,PONumber,DueDate,DUE_DATE,POLineKey
B14514XG2,LEVER TAMPO,PO-021114-B14514XG2,2015-02-11 00:00:00,9000,172710878
B14518XE,DRIVE MOLD,PO-021114-B14518XE,2015-02-10 00:00:00,155000,172710018
A13511XM,BODY,POBK-061314-A13511XM,2014-12-31 00:00:00,1000,186758380
A13513XM,BASE,PS-053014-A13513XM,2014-12-31 00:00:00,1000,186591501
A13952XX,PLUNGER,POBK-061314-A13952XX,2014-12-31 00:00:00,1000,186758388
A13953XX,PLUNGER,POBK-061314-A13953XX,2014-12-31 00:00:00,1000,186758387
A17291XB,3 WAY CONNECTOR,POBK-061314-A17291XB,2014-12-31 00:00:00,1000,186922835
B13502XD,CANCEL PAWL,PO-021114-B13502XD,2015-02-11 00:00:00,500,172710866
B13512XK,ROTOR M/F WJ,PO-021114-B13512XK,2015-02-11 00:00:00,3000,172710872
B13576XH,DRIVE MOULDING,PO-021114-B13576XH,2015-02-11 00:00:00,1000,172710871
B13578XG,LIGHTING SLIDE C/O,PO-021114-B13578XG,2015-02-11 00:00:00,2200,172710873
B15106XH,PCB-WJ M/F (MDF772C),PO-031114-B15106XH,2015-05-21 00:00:00,5400,179174753
B13599XJ,DRIVE MOLD FR FOG,PO-021114-B13599XJ,2015-02-11 00:00:00,2500,172710869
203240,WIRE BELDEN UL AWM 1213,POBK-013014-203240,2015-09-01 00:00:00,252000,171104229
203241,TERMINAL 28164944,PO-021413-31,2015-02-13 00:00:00,251252,132836664
201234,PET BRAIDED SLEEVING,PO-040214-201234,2015-03-31 00:00:00,492000,177644799
B13510XM,ROTOR-WIPER WJ,PO-021114-B13510XM,2015-02-10 00:00:00,99000,172710016
516736XF1,PCB-CS M/F,POBK-012914-516736XF1,2015-06-02 00:00:00,6000,170957811
B15107XM,PCB PANEL  DIMMER ASSY,PO-031014-B15107XM,2015-03-09 00:00:00,2000,175049817
201237,RET-WIRE CONNECTOR,POBK-020714-201237,2015-05-01 00:00:00,352000,172272904
A18466XX,SLIDE MOLDING,POBK-061314-A18466XX,2014-12-31 00:00:00,1000,186591596
A18468XX,PLATE RETAINING,POBK-061314-A18468XX,2014-12-31 00:00:00,1000,186591335
B18438XE,PLATE-RESISTOR,PO-051414-B18438XE,2015-05-14 00:00:00,1200,182595266
A18153XX,CARRIER ACTION,POBK-061314-A18153XX,2014-12-31 00:00:00,1000,186922874
A19138XX,DRIVE GEAR,POBK-061314-A19138XX,2014-12-31 00:00:00,2000,186591334
B18467XV,PLATE-TOP BK,PO-021114-B18467XV,2015-02-11 00:00:00,1600,172710877
B15104XE,PCB REAR WIPE ASSY,PO-051414-B15104XE,2015-05-14 00:00:00,1000,182595267
A14179XF,BOTTOM COVER,POBK-061314-A14179XF,2014-12-31 00:00:00,1000,186758381
B16114XD2,PCB-MF PL TJ,POBK-012914-B16114XD2,2015-06-02 00:00:00,1728,170957814
B14155XH,LEVER-PRINTED CIRCUIT BD,POBK-012914-B14155XH,2015-04-21 00:00:00,1053,170957812
B14517XF2,LEVER-TAMPO,PO-021114-B14517XF2,2015-02-11 00:00:00,1000,172710865
B14656XX,CONNECTOR-2 PIN,PO-041614-B14656XX,2015-04-01 00:00:00,1200,179343316
B15768XD,BASE SHAFT,PO-021114-B15768XD,2015-02-10 00:00:00,998999,172710019
B15122XD,BASE-WIPER INSERT MOLDED,POBK-061914-B15122XD,2014-12-31 00:00:00,1000,187087953
14132,INSERT; TURN SIGNAL,PO-101613-30,2014-10-16 00:00:00,5000,160041229
14132,INSERT; TURN SIGNAL,PO-101613-30,2014-10-16 00:00:00,5000,160041230
14133,INSERT; BRAKE LAMP,PO-101613-30,2014-10-16 00:00:00,5000,160041229
14133,INSERT; BRAKE LAMP,PO-101613-30,2014-10-16 00:00:00,5000,160041230
A11370XT,BODY,POBK-061314-A11370XT,2014-12-31 00:00:00,1000,186758379
308356,CONNECTOR MOLEX  50-57-9404,PO-042814-308356,2015-04-28 00:00:00,4000,180443812
80098,CARTON BOX 12X12X12,POBK-012114-001,2015-01-21 00:00:00,450,170075294
B14153XR4,LEVER WIPER TAMPO,PO-021114-B14153XR4,2015-02-10 00:00:00,99999,172710017
B14153XR3,LEVER WIPER TAMPO,PO-021114-B14153XR3,2015-02-11 00:00:00,400,172710864
14130XE10,CONTACT T/S,PO-102513-30,2014-10-24 00:00:00,20000,161247621
201171,PCB ASSY,POBK-110513-66IF,2015-03-03 00:00:00,555751,162296422
201261,BUTTON; ENABLE,PO-010214-DF07,2014-12-31 00:00:00,92342,167749982
201263,BUTTON; AUTO STICK,PO-101113-PL03DF,2014-12-30 00:00:00,18409,159443489
201265,PCB ASSY,POBK-012914-201265,2015-07-01 00:00:00,52800,170957804
201251,CONNECTOR AMP TYCO 1-929080-1,POBK-013014-201251,2015-06-02 00:00:00,48000,171104733
14134-10,FOG LAMP INSERT,PO-082213-31,2014-08-22 00:00:00,3700,151780435
14149XK-10,OPERATING ARM FOG,PO-111312-JN02,2014-12-31 00:00:00,1980500,124632373
516801-3,LAMINATION,POBK-043014-02,2015-07-03 00:00:00,43200,180940273
2709493-1,LAMINATION,PO-080213-38,2014-12-31 00:00:00,182075,148709457
46604-10,LAMINATION,PO-080213-39,2014-08-01 00:00:00,30800,148709458
2711070-1,LAMINATION,POBK-031214-01,2015-05-08 00:00:00,10800,175355774
2711187-1,LAMINATION,PO-081913-30,2014-08-19 00:00:00,5450,151307035
2714565-1,LAMINATION,PO-110113-31,2015-02-18 00:00:00,134292,161998109
2715128-1,LAMINATION,PO-101212-HW,2014-08-13 00:00:00,22796,122304186
2715128-1,LAMINATION,PO-101212-HW,2014-08-13 00:00:00,10396,123660168
2715128-1,LAMINATION,PO-101212-HW,2014-08-13 00:00:00,-6604,122304185
2715128-1,LAMINATION,POBK-040314-01,2015-08-14 00:00:00,39200,177946716
2715902-1,LAMINATION,PO-080213-40,2015-05-29 00:00:00,45000,148709459
27867-2,LAMINATION,PO-101212-HW,2015-09-18 00:00:00,17370,122304186
27867-2,LAMINATION,PO-101212-HW,2015-09-18 00:00:00,4970,123660168
27867-2,LAMINATION,PO-101212-HW,2015-09-18 00:00:00,-12030,122304185
515886,LAMINATION,PO-081213-30,2014-08-12 00:00:00,25560,150360632
515886-2,LAMINATION,POBK-043014-01,2015-07-14 00:00:00,48000,180773486
205052,SWITCH HOLDER,PO-010914-PL2,2014-12-30 00:00:00,9987999,168608948
205053,SCREW # 8-32 X 3/16 PHILLIPS,PO-080513-30,2014-10-03 00:00:00,10912,149024277
205054,DELTA PT SCREW 35X8 WN 5412,PO-102312-31,2014-08-26 00:00:00,5015,124149937
42113,CELL PARTITION,PO-051314-42113,2014-08-13 00:00:00,150,182265435
203261,HEAT SHRINK TUBING 2.5:1 POLYLEFIN BK,PO-012314-203261,2015-04-14 00:00:00,106000,170223530
80098DW,MASTER CARTON,POBK-061614-DF,2014-12-31 00:00:00,1000,186590847
80098DW,MASTER CARTON,POBK-061614-DF,2014-12-31 00:00:00,1000,186590848
31169-1141,CSTG SPACER,POBK-021014-02,2014-09-25 00:00:00,75,172563171
31169-1141,CSTG SPACER,POBK-052314-02,2015-09-30 00:00:00,375,183425422
201301,CONNECTOR MOLEX 31067-1070,PO-032114-201301,2015-03-13 00:00:00,1588800,175968195
01P058,ULTRAMIDE A3WG7 BLACK 564 A3WG7 BLACK NYLON 66,POBK-100813-0DF,2014-12-30 00:00:00,289587,158997351
04406618US,WRJW1000-04 20G19S GRY,POBK-012814-04406618US,2015-06-02 00:00:00,920100,170811622
04406600US,WRJW1000-04 20G19S ORG,PO-061714-04406600US,2014-09-17 00:00:00,25000,186759005
04406600US,WRJW1000-04 20G19S ORG,POBK-012814-04406600US,2014-08-11 00:00:00,22450,170811619
54200013,WIRE TROUGH BASE,PO-092613-JN04,2014-12-31 00:00:00,9922800,157182074
54200012,WIRE TROUGH LID,PO-022713-JN02,2014-12-31 00:00:00,867999,133353970
54200014,WIRE TROUGH LID,PO-010713-JN01,2014-12-31 00:00:00,54800,129644448
54200015,WIRE TROUGH BASE,PO-010713-JN02,2014-12-31 00:00:00,50000,129644464
54200287,HOUSING FEMALE UNSEALED 2-WAY 1.5 APEX BLACK,PO-111213-05DF,2014-12-31 00:00:00,999784555,163456433
54200288,HOUSING FEMALE UNSEALED 2-WAY 1.5 APEX NATURAL,PO-102611-10,2014-12-31 00:00:00,529911,91771147
54200289,FRONT TPA (WEDGE),PO-031913-JN02,2014-12-31 00:00:00,5489800,134658182
54200290,RETAINER 2 WAY FEMALE,PO-102611-13,2014-12-31 00:00:00,998133217,91771249
54390015,PROTECTIVE CAP 24 WAY MALE HEADER [5R110W TRANSMISSION HEADER],PO-010713-JN03,2014-12-31 00:00:00,52800,129644479
54730020,BLANKING FOR LEAD FRAME # 2 AND #3,PO-101811-101,2015-10-30 00:00:00,115845,92419388
54730020,BLANKING FOR LEAD FRAME # 2 AND #3,PO-101811-101,2015-10-30 00:00:00,114819,92419386
P322255S06-T0060,PERIFLEX PS/PT/PO 60MM LONG.,POBK-P322255S06-T0060,2015-06-02 00:00:00,277920,171250218
P402255S08-T0080,PERIFLEX PS/PT/PO 80MM LONG,POBK-P402255S08-T0080,2015-05-05 00:00:00,84640,171250220
P322255S06-T0125,PERIFLEX PS/PT/PO 125MM LONG,POBK-P322255S06-T0125,2015-06-02 00:00:00,185280,171250219
54002215,1.5MM APEX FEMALE TERMINAL,POBK-092013-73MS,2015-06-30 00:00:00,1666000,156259944
04406903US,WRJW1000-04 20G19S PNK,POBK-012814-04406903US,2015-06-02 00:00:00,100000,170811631
04406469US,WRJW1000-04 20G19S VIO,POBK-012814-04406469US,2015-06-02 00:00:00,196800,170811597
04406847US,WRJW1000-04 20G19S LTGN,POBK-012814-04406847US,2015-06-02 00:00:00,121200,170811624
04406604US,WRJW1000-04 20G19S YEL,POBK-012814-04406604US,2015-06-02 00:00:00,57650,170811620
04406857US,WRJW1000-04 20G19S DKGN,POBK-012814-04406857US,2015-06-02 00:00:00,100000,170811626
04406602US,WRJW1000-04 20G19S TAN,POBK-012814-04406602US,2015-06-02 00:00:00,947900,170811621
40100134,TERM WIR SNP ON FEM 7116-4102-08,POBK-050213-73MS,2014-12-30 00:00:00,604000,139321088
04406815US,WRJW1000-04 20G19S LTBU,POBK-012814-04406815US,2015-04-24 00:00:00,202000,170811623
04406592US,WRJW1000-04 20G19S BRN,POBK-012814-04406592US,2015-06-02 00:00:00,72000,170811615
04406825US,WRJW1000-04 20G19S DKBU,POBK-012814-04406825US,2015-06-02 00:00:00,100000,170811625
04406893US,WRJW1000-04 20G19S RED,POBK-012814-04406893US,2015-06-02 00:00:00,71400,170811629
54730019,BLANKING FOR LEAD FRAME # 1 AND #4,PO-101811-101,2015-10-30 00:00:00,115845,92419388
54730019,BLANKING FOR LEAD FRAME # 1 AND #4,PO-101811-101,2015-10-30 00:00:00,114819,92419386
201242,LOCTITE 5031,PO-072213-31,2014-07-22 00:00:00,3000,147649231
201242,LOCTITE 5031,PS-061814-201242,2014-12-31 00:00:00,60000,186923658
81040DW,MASTER CARTON 14X14X14 REINFORCED,PO-050914-81040DW,2014-09-05 00:00:00,960,181775513
54699023,PREMOLD SUB ASSEMBLY # 5,POBK-061314-54699023,2014-12-31 00:00:00,19989,186591477
205039,MOVING CONTACT PLUNGER,PO-010914-PL01,2014-12-30 00:00:00,100000,168608946
205041,BOBBIN,POBK-205041-SUPPLY,2014-12-31 00:00:00,952766,187587305
205042,LOWER HOUSING; +0.50MM,PO-111813-PLDF,2014-12-30 00:00:00,992499,168608944
201105,ACTUATOR GUIDE,PO-102412-JN02,2014-12-31 00:00:00,97624679,123075713
23078-1501,YOKE 23078-1501,POBK-092112-01,2015-08-21 00:00:00,71,121031876
205040,FLUX COLLECTOR,PO-031912-30,2015-06-25 00:00:00,9999999,105590582
201106,BUTTON,PO-010214-DF06,2014-12-30 00:00:00,9464539,167749980
80114,BOX,POBK-121313-001,2014-12-31 00:00:00,7700,165811367
80114,BOX,POBK-121313-001,2014-12-31 00:00:00,8703,165811370
80114,BOX,POBK-121313-001,2014-12-31 00:00:00,6700,165811369
80115,SLEEVE POLYCOATED,POBK-121313-001,2014-12-31 00:00:00,7700,165811367
80115,SLEEVE POLYCOATED,POBK-121313-001,2014-12-31 00:00:00,8703,165811370
80115,SLEEVE POLYCOATED,POBK-121313-001,2014-12-31 00:00:00,6700,165811369
80116,INSERT,POBK-121313-001,2014-12-31 00:00:00,4200,165811367
80116,INSERT,POBK-121313-001,2014-12-31 00:00:00,5203,165811370
80116,INSERT,POBK-121313-001,2014-12-31 00:00:00,3200,165811369
2709956-1,SHAFT; GEAR,PO-121012-HW01,2014-12-12 00:00:00,420,126926986
2709956-1,SHAFT; GEAR,PO-121012-HW01,2014-12-12 00:00:00,312,126926937
2709956-1,SHAFT; GEAR,PO-121012-HW01,2014-12-12 00:00:00,402,126926936
2709956-1,SHAFT; GEAR,PO-121012-HW01,2014-12-12 00:00:00,320,126926949
2709956-1,SHAFT; GEAR,PO-121012-HW01,2014-12-12 00:00:00,288,126926985
2709956-1,SHAFT; GEAR,PO-121012-HW01,2014-12-12 00:00:00,-492,126926940
2715903-1,STACK ASSY,POBK-121213-01,2015-12-11 00:00:00,591,165661335
515215-1,SHAFT,PO-121012-HW01,2014-12-31 00:00:00,7252,126926986
515215-1,SHAFT,PO-121012-HW01,2014-12-31 00:00:00,7144,126926937
515215-1,SHAFT,PO-121012-HW01,2014-12-31 00:00:00,7234,126926936
515215-1,SHAFT,PO-121012-HW01,2014-12-31 00:00:00,7152,126926949
515215-1,SHAFT,PO-121012-HW01,2014-12-31 00:00:00,7120,126926985
515215-1,SHAFT,PO-121012-HW01,2014-12-31 00:00:00,6340,126926940
46623-13,STACK ASSY; CAST,PO-100212-32,2014-10-07 00:00:00,7234,132527445
46623-13,STACK ASSY; CAST,PO-100212-32,2014-10-07 00:00:00,7152,132527449
46623-13,STACK ASSY; CAST,PO-100212-32,2014-10-07 00:00:00,7232,132527433
46623-13,STACK ASSY; CAST,PO-100212-32,2014-10-07 00:00:00,7202,132527441
46623-13,STACK ASSY; CAST,PO-100212-32,2014-10-07 00:00:00,6066,132527437
2711079-2,SHAFT; ROTOR,PO-121012-HW01,2014-12-12 00:00:00,197,126926986
2711079-2,SHAFT; ROTOR,PO-121012-HW01,2014-12-12 00:00:00,89,126926937
2711079-2,SHAFT; ROTOR,PO-121012-HW01,2014-12-12 00:00:00,179,126926936
2711079-2,SHAFT; ROTOR,PO-121012-HW01,2014-12-12 00:00:00,97,126926949
2711079-2,SHAFT; ROTOR,PO-121012-HW01,2014-12-12 00:00:00,65,126926985
2711079-2,SHAFT; ROTOR,PO-121012-HW01,2014-12-12 00:00:00,-715,126926940
2011536-1,LAMINATION,PO-013013-HW,2015-02-27 00:00:00,445200,131403262
2011536-1,LAMINATION,PO-013013-HW,2015-02-27 00:00:00,15750,131403263
2011605-2,LAMINATION,PO-111313-30,2014-11-13 00:00:00,49500,163605312
2011610-1,LAMINATION,PO-013013-HW,2015-01-29 00:00:00,992000,131403262
2011610-1,LAMINATION,PO-013013-HW,2015-01-29 00:00:00,562550,131403263
2707910-4,STACK ASSEMBLY; ROTOR; MOTOR,PO-100212-32,2014-11-21 00:00:00,102,132527445
2707910-4,STACK ASSEMBLY; ROTOR; MOTOR,PO-100212-32,2014-11-21 00:00:00,20,132527449
2707910-4,STACK ASSEMBLY; ROTOR; MOTOR,PO-100212-32,2014-11-21 00:00:00,100,132527433
2707910-4,STACK ASSEMBLY; ROTOR; MOTOR,PO-100212-32,2014-11-21 00:00:00,70,132527441
2707910-4,STACK ASSEMBLY; ROTOR; MOTOR,PO-100212-32,2014-11-21 00:00:00,-1066,132527437
2707911-2,SHAFT; MOTOR,PO-121012-HW01,2014-12-12 00:00:00,456,126926986
2707911-2,SHAFT; MOTOR,PO-121012-HW01,2014-12-12 00:00:00,348,126926937
2707911-2,SHAFT; MOTOR,PO-121012-HW01,2014-12-12 00:00:00,438,126926936
2707911-2,SHAFT; MOTOR,PO-121012-HW01,2014-12-12 00:00:00,356,126926949
2707911-2,SHAFT; MOTOR,PO-121012-HW01,2014-12-12 00:00:00,324,126926985
2707911-2,SHAFT; MOTOR,PO-121012-HW01,2014-12-12 00:00:00,-456,126926940
2711764-1,SHAFT STARTER,POBK-042414-01,2015-08-14 00:00:00,400,180109399
2707671-2,SHAFT; ROTOR; MOTOR,PO-121012-HW01,2014-12-31 00:00:00,476,126926986
2707671-2,SHAFT; ROTOR; MOTOR,PO-121012-HW01,2014-12-31 00:00:00,368,126926937
2707671-2,SHAFT; ROTOR; MOTOR,PO-121012-HW01,2014-12-31 00:00:00,458,126926936
2707671-2,SHAFT; ROTOR; MOTOR,PO-121012-HW01,2014-12-31 00:00:00,376,126926949
2707671-2,SHAFT; ROTOR; MOTOR,PO-121012-HW01,2014-12-31 00:00:00,344,126926985
2707671-2,SHAFT; ROTOR; MOTOR,PO-121012-HW01,2014-12-31 00:00:00,-436,126926940
32288-6,CORE ASSEMBLY; ROTOR,PO-100212-32,2014-10-30 00:00:00,458,132527445
32288-6,CORE ASSEMBLY; ROTOR,PO-100212-32,2014-10-30 00:00:00,376,132527449
32288-6,CORE ASSEMBLY; ROTOR,PO-100212-32,2014-10-30 00:00:00,456,132527433
32288-6,CORE ASSEMBLY; ROTOR,PO-100212-32,2014-10-30 00:00:00,426,132527441
32288-6,CORE ASSEMBLY; ROTOR,PO-100212-32,2014-10-30 00:00:00,-710,132527437
46623-2,STACK ASSY; CAST; ROTOR; MOTOR,PO-100212-32,2014-10-02 00:00:00,503,132527445
46623-2,STACK ASSY; CAST; ROTOR; MOTOR,PO-100212-32,2014-10-02 00:00:00,421,132527449
46623-2,STACK ASSY; CAST; ROTOR; MOTOR,PO-100212-32,2014-10-02 00:00:00,501,132527433
46623-2,STACK ASSY; CAST; ROTOR; MOTOR,PO-100212-32,2014-10-02 00:00:00,471,132527441
46623-2,STACK ASSY; CAST; ROTOR; MOTOR,PO-100212-32,2014-10-02 00:00:00,-665,132527437
2711072-1,LAMINATION,POBK-061814-01,2015-06-18 00:00:00,18000,186923654
2715904-1,LAMINATION; ROTOR,PO-101212-HW,2015-09-18 00:00:00,56948,122304186
2715904-1,LAMINATION; ROTOR,PO-101212-HW,2015-09-18 00:00:00,44548,123660168
2715904-1,LAMINATION; ROTOR,PO-101212-HW,2015-09-18 00:00:00,27548,122304185
46606-2,LAMINATION,POBK-033114-01,2015-04-03 00:00:00,159800,177493098
32289,LAMINATION,POBK-061814-03,2015-06-18 00:00:00,6000,186923669
32289,LAMINATION,POBK-101113-02,2014-10-10 00:00:00,6000,159888865
32289,LAMINATION,POBK-101113-02,2014-10-10 00:00:00,1000,159445028
CN24375,CONNECTOR (BACC63DF0316PA),POBK-061314-01,2015-06-12 00:00:00,900,186423587
CN8144,CONTACT,POBK-060314-05,2015-06-03 00:00:00,3000,184903572
72552830-1,LAMP; GLASS HALOGEN 32V,POBK-060314-01,2014-12-19 00:00:00,2350,184903059
2711804-1,SHAFT; ROTO; MOTOR,PO-042613-HW01,2014-12-31 00:00:00,58,138717803
31708-1501,INSULATOR; COIL,POBK-040714-02,2015-04-07 00:00:00,500,178551818
2783765-1,SHAFT; ROTOR; MOTOR,POBK-040914-01,2015-04-09 00:00:00,159,178858520
70000,PROTECTIVE STATOR,PS-062414-70000,2014-12-31 00:00:00,300,187752684
46623-7,STACK ASSY; CAST; ROTOR; MOTOR,POBK-061014-03,2015-06-10 00:00:00,1000,185918507
518818-4,SHAFT,POBK-040114-01,2014-12-22 00:00:00,147,177644505
518818-5,SHAFT,PO-052213-HW01,2014-11-21 00:00:00,632,141518916
518818-5,SHAFT,PO-052213-HW01,2014-11-21 00:00:00,755,141518915
519932-1,SHAFT,POBK-042314-02,2015-05-19 00:00:00,86,179942744
516124,SHAFT,POBK-042414-03,2015-09-18 00:00:00,375,180109802
516853-105,SHAFT; MOTOR,POBK-062514-01,2015-06-25 00:00:00,30,187917429
516854-102,SHAFT; MOTOR,POBK-040914-03,2015-04-09 00:00:00,50,178858533
P117-01,TERMINAL,PO-110613-30,2014-11-06 00:00:00,40000,162559020
201-789,TERMINAL INSULATOR ASSEMBLY,PO-072913-JN01,2014-12-30 00:00:00,9901203,148318363
2047413-1,SHAFT ASSY,PO-052213-HW01,2014-12-31 00:00:00,875,141518916
2047413-1,SHAFT ASSY,PO-052213-HW01,2014-12-31 00:00:00,998,141518915
205101,COIL HOUSING,PO-060413-33.,2014-11-05 00:00:00,238128,175046768
205102,SLEEVE,PO-060413-30.,2014-12-15 00:00:00,241700,175815237
205103,BOBBIN; DIODE POST,PO-052214-205103,2014-12-31 00:00:00,245000,183258933
205104,SPRING RETURN,PO-080213-32,2015-07-31 00:00:00,236200,148594194
205105,COVER,PO-052214-205105,2014-12-31 00:00:00,45000,183258930
205106,DIODE/ P4KE 250A,POBK-012914-205106,2015-03-03 00:00:00,200000,170958418
205108,STOP DISC ASSEMBLY,PO-052214-205108,2014-12-31 00:00:00,43574,183258931
205112,SHAFT;THREADED,PO-080213-33,2015-07-31 00:00:00,250000,148709339
205112,SHAFT;THREADED,PO-080213-33,2015-07-31 00:00:00,229972,148709325
205113,PLUNGER; THREADED,PO-080213-34,2015-07-31 00:00:00,250000,148709341
205113,PLUNGER; THREADED,PO-080213-34,2015-07-31 00:00:00,236002,148709338
205114,FLUX INSERT,PO-080213-35,2015-07-31 00:00:00,250000,148709426
205114,FLUX INSERT,PO-080213-35,2015-07-31 00:00:00,234435,148709424
205115,FLUX PLATE,PO-080213-31,2015-07-31 00:00:00,236500,148594172
67410405-1,SHAFT,POBK-112113-01,2014-11-21 00:00:00,111,164300999
67620204-1,SLEEVE  ROTOR,POBK-120413-01,2014-12-04 00:00:00,16,165358059
67410106-1,SHAFT ROTOR MOTOR,POBK-040214-02,2015-07-17 00:00:00,100,177796144
67410131-1,SLEEVE ROTOR,POBK-022614-01,2015-05-15 00:00:00,33,174450128
65051116-1,HUB ROTOR,PO-072313-38,2014-12-31 00:00:00,22,147981863
65051117-1,END RING ROTOR,PO-072313-39,2014-12-31 00:00:00,43,147981865
65051119-1,SPACER ROTOR,PO-072313-40,2014-12-31 00:00:00,252,147981869
65051120-1,SLEEVE ROTOR,PO-072313-37,2014-10-30 00:00:00,20,147981861
67620242-1,LAMINATION; STATOR,POBK-042414-04,2015-06-12 00:00:00,5400,180110052
277-5503-9201,TEMPERATURE SENSOR; PLATINUM [HEL-705-U-0-12-00],POBK-042414-02,2014-12-01 00:00:00,100,180109799
67620202-1,LAMINATION; STATOR,POBK-021214-01,2014-07-17 00:00:00,493,172854804
67620202-1,LAMINATION; STATOR,POBK-051214-03,2015-07-17 00:00:00,14400,182101239
MPS900037,COATING (IMIDIZED POLYESTER VARNISH),PO-012114-34,2015-01-21 00:00:00,1792,170075302
MPS1700007-1.1,INSULATOR,POBK-032614-01,2015-03-26 00:00:00,4250,176731753
MPS1700007-1.2,INSULATOR,POBK-022714-01,2015-02-27 00:00:00,4000,174595549
S8192-244AAL031,INSULATOR; WEDGE,POBK-022714-02,2015-04-10 00:00:00,3100,174595551
S8192-81AAL031,INSULATOR; WEDGE,POBK-051214-04,2015-05-15 00:00:00,3000,182101253
S8192-374AH007,INSULATOR; PHASE,POBK-050814-01,2015-05-08 00:00:00,3000,181612401
S8192-461AH007,INSULATOR; SLOT,POBK-022714-05,2015-05-01 00:00:00,12870,174596411
65050675-1,LAMINATION;STATOR,POBK-062514-02,2015-06-25 00:00:00,6000,187917433
MPS1700024-1.1,INSULATOR,POBK-061114-01,2015-06-11 00:00:00,10000,186087500
MPS1700024-1.2,INSULATOR,POBK-061114-02,2015-06-11 00:00:00,10000,186087501
MPS1700024-1.3,INSULATOR,POBK-061114-03,2015-06-11 00:00:00,10000,186087502
205126,TERMINAL/ MOLEX 50372-8000,POBK-012914-205126,2015-03-03 00:00:00,200000,170958419
203003B,BULK WIRE;  DIN 72;BR 1.5 MM2,POBK-012914-203003B,2015-07-01 00:00:00,233740,170957842
203004B,BULK WIRE;  DIN 72;RD 1.5MM2,POBK-012914-203004B,2015-05-19 00:00:00,220380,170957866
203005B,BULK WIRE; DIN EN 13602; VT0.25MM2,POBK-012914-203005B,2015-04-21 00:00:00,1188235,170957867
950403,LEADFRAME CONNECTOR,PO-111113-30,2014-12-17 00:00:00,209000,163456963
205128,22 AWG 19/34 STRANDS TINNED COPPER LHL UNINSULATED,PO-051914-203128,2015-05-15 00:00:00,45000,182761514
205132,CONNECTOR/ MOLEX  502351-0300,POBK-012914-205132,2015-06-17 00:00:00,200000,170958420
205133,MAGNET WIRE C152XX00280081,PO-040914-205133,2015-04-09 00:00:00,5336,178859854
E9TB-14A624-GA,CONNECTOR,PO-021514-E9TB-14A624-GA,2015-02-13 00:00:00,1200,173433135
E7EB-14461-BA,TERMINAL,PO-021514-E7EB-14461-BA,2015-02-13 00:00:00,1,173433134
44402-20-22,RED WIRE,PO-031814-44402-20-22,2015-03-13 00:00:00,30000,175356700
44402-20-40,YELLOW/BLACK STRIPE WIRE,PO-031814-44402-20-40,2015-03-13 00:00:00,30000,175356701
44402-20-52,LT GREEN/RED STRIPE WIRE,PO-031814-44402-20-52,2015-03-13 00:00:00,30000,175356703
44402-20-64,LT BLUE/YELLOW STRIPE WIRE,PO-031814-44402-20-64,2015-03-13 00:00:00,30000,175356704
44402-20-66,LT BLUE WIRE,PO-031814-44402-20-66,2015-03-13 00:00:00,30000,175356706
44402-20-00,BLACK WIRE,PO-031814-44402-20-00,2015-03-13 00:00:00,30000,175357141
F2VB-14489-HA,CONNECTOR,PO-022714-F2VB-14489-HA,2015-02-25 00:00:00,1380,174595389
950421,MARKED WIRE-3-LEAD WITH TUBE #SA 11095,PO-040314-950421,2015-04-03 00:00:00,15000,177946323
950424,TYCO TERMINAL 1718760-2 GOLD PLATED,PO-052914-950424,2015-05-29 00:00:00,90000,184247811
950423,TYCO WIRE SEAL,PO-040314-950423,2015-04-03 00:00:00,72000,177946317
950703,TERMINAL,PS-060214-31,2018-09-07 00:00:00,9999999,184735828
950501,O-RING 26139371,PO-062614-950501,2014-08-08 00:00:00,4856,188081346
950501,O-RING 26139371,PO-062614-950501,2014-08-08 00:00:00,4856,188081378
